customer_id,organization_name,organization_type,organization_subtype,size_category,employee_count,subscription_tier,monthly_revenue,setup_date,primary_contact_name,primary_contact_email,primary_contact_phone,street_address,city,state,zip_code,time_zone,payment_methods,integration_count,last_login_date,support_tier,created_at,updated_at
VANCO0521,Cornerstone Episcopal Church #4,faith,mosque,small,45,premium,1446.00,2019-02-08,Imam Jennifer Garcia,jennifer.garcia@cornerstoneepiscopalchurch4.org,555-395-7932,4984 Main Ave,Chicago,IL,60690,America/Chicago,"[""online"", ""mobile"", ""text""]",13,2024-10-15,premium,2019-02-08 10:05:00,2024-11-15 10:30:00
VANCO0522,Blessed Sacrament Methodist Church #4,faith,synagogue,medium,82,premium,5218.00,2022-03-24,Rabbi John Miller,john.miller@blessedsacramentmethodistchurch4.org,555-527-9742,7328 School St,San Antonio,TX,78247,America/Chicago,"[""online""]",1,2024-11-11,premium,2022-03-24 17:19:00,2024-11-15 10:46:00
VANCO0523,St. Paul Methodist Church #3,faith,mosque,small,43,premium,599.00,2024-03-27,Imam William Davis,william.davis@st.paulmethodistchurch3.org,555-224-9567,4171 School Blvd,Jacksonville,FL,32220,America/New_York,"[""online"", ""mobile""]",11,2024-11-18,premium,2024-03-27 11:28:00,2024-11-20 11:22:00
VANCO0524,Harvest Episcopal Church #3,faith,church,small,25,basic,1350.00,2022-01-23,Rev. Jennifer Smith,jennifer.smith@harvestepiscopalchurch3.org,555-237-1471,9295 Main Ave,Los Angeles,CA,90041,America/Los_Angeles,"[""online"", ""mobile""]",15,2024-11-06,basic,2022-01-23 11:18:00,2024-11-16 13:30:00
VANCO0525,First Baptist Community Church #2,faith,mosque,medium,144,premium,5360.00,2020-02-11,Imam Michael Smith,michael.smith@firstbaptistcommunitychurch2.org,555-986-7040,5826 Park Ave,San Diego,CA,92188,America/Los_Angeles,"[""online"", ""mobile""]",3,2024-11-16,premium,2020-02-11 17:18:00,2024-11-17 15:39:00
VANCO0526,Riverside Community Church #3,faith,mosque,small,45,basic,881.00,2020-03-08,Imam Sarah Jones,sarah.jones@riversidecommunitychurch3.org,555-826-5725,3500 School Ave,Seattle,WA,98150,America/Los_Angeles,"[""online"", ""mobile""]",4,2024-10-09,basic,2020-03-08 17:43:00,2024-11-15 14:13:00
VANCO0527,Hope Methodist Community Church #1,faith,mosque,small,34,standard,984.00,2016-04-10,Imam Mary Miller,mary.miller@hopemethodistcommunitychurch1.org,555-573-8589,2653 Main St,San Antonio,TX,78277,America/Chicago,"[""online"", ""text""]",5,2024-11-14,basic,2016-04-10 10:15:00,2024-11-18 16:26:00
VANCO0528,Cornerstone Episcopal Church #5,faith,mosque,small,25,standard,1630.00,2019-07-15,Imam Michael Smith,michael.smith@cornerstoneepiscopalchurch5.org,555-409-2115,4848 School St,Indianapolis,IN,46216,America/New_York,"[""online""]",10,2024-10-05,basic,2019-07-15 14:56:00,2024-11-20 16:41:00
VANCO0529,Harvest Church #3,faith,mosque,small,50,standard,776.00,2021-09-09,Imam Mary Miller,mary.miller@harvestchurch3.org,555-505-5709,341 Main Blvd,Seattle,WA,98162,America/Los_Angeles,"[""online""]",13,2024-11-12,basic,2021-09-09 10:14:00,2024-11-17 15:12:00
VANCO0530,Victory Church #1,faith,church,medium,116,standard,6880.00,2018-08-09,Rev. Patricia Rodriguez,patricia.rodriguez@victorychurch1.org,555-743-5104,4939 Main Ave,San Francisco,CA,94168,America/Los_Angeles,"[""online"", ""mobile""]",2,2024-11-08,basic,2018-08-09 12:49:00,2024-11-18 16:12:00
VANCO0531,Harvest Catholic Church #3,faith,church,medium,134,basic,5570.00,2019-02-12,Rev. Jennifer Garcia,jennifer.garcia@harvestcatholicchurch3.org,555-255-4406,8617 School Blvd,New York,NY,10079,America/New_York,"[""online""]",5,2024-11-02,basic,2019-02-12 10:16:00,2024-11-15 08:48:00
VANCO0532,Blessed Sacrament Presbyterian Church #1,faith,mosque,small,50,premium,1812.00,2017-07-21,Imam Patricia Brown,patricia.brown@blessedsacramentpresbyterianchurch1.org,555-632-8642,8669 Oak Blvd,San Francisco,CA,94157,America/Los_Angeles,"[""online"", ""mobile""]",5,2024-11-04,premium,2017-07-21 12:38:00,2024-11-18 17:40:00
VANCO0533,Living Water Lutheran Church #2,faith,church,medium,95,basic,7990.00,2019-06-15,Rev. Patricia Rodriguez,patricia.rodriguez@livingwaterlutheranchurch2.org,555-692-7968,6252 Main Ave,San Diego,CA,92119,America/Los_Angeles,"[""online""]",4,2024-11-04,basic,2019-06-15 08:19:00,2024-11-16 14:48:00
VANCO0534,Crossroads Presbyterian Church #3,faith,synagogue,medium,150,standard,7177.00,2015-02-03,Rabbi Lisa Williams,lisa.williams@crossroadspresbyterianchurch3.org,555-707-7698,7680 Main Ave,San Francisco,CA,94165,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",9,2024-10-16,basic,2015-02-03 16:08:00,2024-11-18 09:05:00
VANCO0535,Harvest Presbyterian Church #3,faith,mosque,small,12,premium,944.00,2022-10-12,Imam Robert Johnson,robert.johnson@harvestpresbyterianchurch3.org,555-200-3985,5941 School St,Charlotte,NC,28253,America/New_York,"[""online""]",4,2024-10-17,premium,2022-10-12 11:58:00,2024-11-17 09:53:00
VANCO0536,Victory Community Church #3,faith,synagogue,large,186,basic,18950.00,2022-10-18,Rabbi Jennifer Jones,jennifer.jones@victorycommunitychurch3.org,555-696-7574,9322 Park Ave,San Francisco,CA,94139,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",2,2024-11-13,basic,2022-10-18 14:55:00,2024-11-15 16:59:00
VANCO0537,St. Paul Lutheran Church #2,faith,mosque,small,29,basic,1410.00,2016-07-08,Imam Lisa Miller,lisa.miller@st.paullutheranchurch2.org,555-980-1036,8385 Church Dr,Dallas,TX,75248,America/Chicago,"[""online"", ""mobile"", ""text""]",7,2024-10-02,basic,2016-07-08 14:09:00,2024-11-15 12:20:00
VANCO0538,Emmanuel Baptist Lutheran Church #3,faith,church,small,29,premium,1184.00,2018-11-25,Rev. Patricia Johnson,patricia.johnson@emmanuelbaptistlutheranchurch3.org,555-884-1447,5079 Park Blvd,Jacksonville,FL,32239,America/New_York,"[""online"", ""mobile""]",15,2024-11-13,premium,2018-11-25 14:14:00,2024-11-16 08:43:00
VANCO0539,Blessed Sacrament Church #2,faith,synagogue,small,17,basic,1622.00,2020-11-25,Rabbi Sarah Johnson,sarah.johnson@blessedsacramentchurch2.org,555-434-6282,3134 Park Blvd,Chicago,IL,60668,America/Chicago,"[""online"", ""mobile""]",13,2024-10-09,basic,2020-11-25 10:08:00,2024-11-17 09:33:00
VANCO0540,Good Shepherd Church #5,faith,mosque,medium,150,basic,5249.00,2019-11-03,Imam David Garcia,david.garcia@goodshepherdchurch5.org,555-902-9468,7776 Oak St,Fort Worth,TX,76156,America/Chicago,"[""online"", ""mobile"", ""text""]",13,2024-10-08,basic,2019-11-03 08:56:00,2024-11-19 15:35:00
VANCO0541,Harvest Church #4,faith,church,medium,145,premium,2300.00,2023-01-11,Rev. Robert Williams,robert.williams@harvestchurch4.org,555-716-1873,2575 Main St,Charlotte,NC,28241,America/New_York,"[""online""]",3,2024-11-06,premium,2023-01-11 09:45:00,2024-11-17 14:49:00
VANCO0542,Faith Community Lutheran Church #7,faith,church,small,45,premium,1405.00,2020-06-06,Rev. Patricia Jones,patricia.jones@faithcommunitylutheranchurch7.org,555-993-8708,2268 School Dr,Jacksonville,FL,32212,America/New_York,"[""online"", ""mobile""]",3,2024-11-04,premium,2020-06-06 12:01:00,2024-11-20 09:34:00
VANCO0543,Calvary Baptist Church #2,faith,church,small,20,basic,1876.00,2024-06-25,Rev. John Rodriguez,john.rodriguez@calvarybaptistchurch2.org,555-732-3174,1410 Park St,San Francisco,CA,94152,America/Los_Angeles,"[""online"", ""mobile""]",11,2024-11-20,basic,2024-06-25 11:55:00,2024-11-19 15:22:00
VANCO0544,Hope Methodist Methodist Church #4,faith,synagogue,small,25,premium,583.00,2021-10-15,Rabbi Patricia Martinez,patricia.martinez@hopemethodistmethodistchurch4.org,555-182-7886,9628 Main Ave,Phoenix,AZ,85073,America/Phoenix,"[""online""]",8,2024-10-02,premium,2021-10-15 12:31:00,2024-11-20 16:15:00
VANCO0545,Crossroads Community Church #2,faith,mosque,small,38,standard,718.00,2015-09-28,Imam Patricia Miller,patricia.miller@crossroadscommunitychurch2.org,555-991-7853,3299 Park Blvd,Indianapolis,IN,46292,America/New_York,"[""online"", ""mobile""]",3,2024-11-20,basic,2015-09-28 15:14:00,2024-11-18 11:51:00
VANCO0546,Hope Methodist Catholic Church #2,faith,mosque,small,25,standard,1121.00,2023-06-07,Imam Michael Davis,michael.davis@hopemethodistcatholicchurch2.org,555-781-9841,9371 Main St,Columbus,OH,43221,America/New_York,"[""online"", ""mobile""]",6,2024-10-12,basic,2023-06-07 14:54:00,2024-11-20 08:51:00
VANCO0547,Blessed Sacrament Catholic Church #3,faith,mosque,small,10,basic,1454.00,2022-03-06,Imam William Brown,william.brown@blessedsacramentcatholicchurch3.org,555-366-5411,3118 Church Blvd,Denver,CO,80220,America/Denver,"[""online"", ""mobile"", ""text""]",6,2024-11-11,basic,2022-03-06 13:46:00,2024-11-15 15:57:00
VANCO0548,Riverside Catholic Church,faith,mosque,small,46,basic,913.00,2021-08-23,Imam David Davis,david.davis@riversidecatholicchurch.org,555-583-4223,9658 School Ave,Columbus,OH,43290,America/New_York,"[""online"", ""text""]",13,2024-10-11,basic,2021-08-23 17:54:00,2024-11-15 17:18:00
VANCO0549,Crossroads Baptist Church #5,faith,mosque,medium,149,standard,4779.00,2020-03-25,Imam Patricia Jones,patricia.jones@crossroadsbaptistchurch5.org,555-482-7373,8658 Oak Dr,Dallas,TX,75262,America/Chicago,"[""online""]",12,2024-11-11,basic,2020-03-25 08:58:00,2024-11-19 13:00:00
VANCO0550,Riverside Presbyterian Church #4,faith,synagogue,medium,101,basic,4289.00,2018-10-10,Rabbi Patricia Brown,patricia.brown@riversidepresbyterianchurch4.org,555-234-4090,4569 School St,Jacksonville,FL,32212,America/New_York,"[""online"", ""mobile"", ""text""]",13,2024-11-10,basic,2018-10-10 17:57:00,2024-11-20 12:55:00
VANCO0551,Mount Olive Baptist Church #4,faith,synagogue,small,5,standard,1591.00,2016-05-23,Rabbi Sarah Johnson,sarah.johnson@mountolivebaptistchurch4.org,555-290-4557,9753 Church Ave,Fort Worth,TX,76140,America/Chicago,"[""online"", ""mobile""]",9,2024-10-10,basic,2016-05-23 14:23:00,2024-11-17 16:42:00
VANCO0552,Emmanuel Baptist Catholic Church #6,faith,synagogue,medium,110,basic,2204.00,2018-02-10,Rabbi Robert Johnson,robert.johnson@emmanuelbaptistcatholicchurch6.org,555-570-8006,1116 School Dr,Boston,MA,2186,America/New_York,"[""online"", ""mobile""]",8,2024-11-07,basic,2018-02-10 17:21:00,2024-11-17 17:03:00
VANCO0553,Riverside Lutheran Church #3,faith,mosque,small,42,standard,449.00,2015-03-08,Imam Mary Smith,mary.smith@riversidelutheranchurch3.org,555-727-1357,1742 Main St,Austin,TX,73351,America/Chicago,"[""online"", ""mobile""]",2,2024-10-18,basic,2015-03-08 16:19:00,2024-11-17 13:33:00
VANCO0554,Faith Community Lutheran Church #8,faith,mosque,medium,97,basic,2174.00,2023-08-25,Imam Robert Davis,robert.davis@faithcommunitylutheranchurch8.org,555-998-9782,6256 Park Dr,Jacksonville,FL,32263,America/New_York,"[""online"", ""text""]",15,2024-10-20,basic,2023-08-25 12:56:00,2024-11-18 13:41:00
VANCO0555,Cornerstone Episcopal Church #6,faith,mosque,medium,123,basic,6487.00,2018-07-12,Imam William Garcia,william.garcia@cornerstoneepiscopalchurch6.org,555-559-3493,5094 Park Ave,Phoenix,AZ,85051,America/Phoenix,"[""online"", ""mobile""]",1,2024-11-10,basic,2018-07-12 11:53:00,2024-11-15 08:11:00
VANCO0556,Riverside Methodist Church #2,faith,mosque,small,9,standard,756.00,2015-03-28,Imam Lisa Garcia,lisa.garcia@riversidemethodistchurch2.org,555-221-4785,3564 Main Dr,Dallas,TX,75256,America/Chicago,"[""online"", ""mobile""]",2,2024-10-12,basic,2015-03-28 12:10:00,2024-11-19 16:51:00
VANCO0557,Faith Community Baptist Church #4,faith,synagogue,large,318,basic,24023.00,2018-07-06,Rabbi Robert Miller,robert.miller@faithcommunitybaptistchurch4.org,555-928-4219,4731 Church Dr,Phoenix,AZ,85060,America/Phoenix,"[""online""]",2,2024-11-18,basic,2018-07-06 16:52:00,2024-11-18 17:42:00
VANCO0558,Emmanuel Baptist Methodist Church #1,faith,church,small,45,basic,1195.00,2021-12-14,Rev. John Brown,john.brown@emmanuelbaptistmethodistchurch1.org,555-411-8946,6681 Oak Dr,New York,NY,10023,America/New_York,"[""online"", ""mobile"", ""text""]",8,2024-11-18,basic,2021-12-14 17:53:00,2024-11-19 15:15:00
VANCO0559,Good Shepherd Baptist Church,faith,church,medium,109,premium,6012.00,2017-05-09,Rev. David Miller,david.miller@goodshepherdbaptistchurch.org,555-351-6253,3323 Oak Dr,Charlotte,NC,28244,America/New_York,"[""online"", ""mobile"", ""text""]",4,2024-11-13,premium,2017-05-09 11:20:00,2024-11-15 14:43:00
VANCO0560,Emmanuel Baptist Methodist Church #2,faith,church,medium,60,premium,5097.00,2016-08-11,Rev. Jennifer Garcia,jennifer.garcia@emmanuelbaptistmethodistchurch2.org,555-871-4263,389 Main Dr,Dallas,TX,75202,America/Chicago,"[""online"", ""mobile""]",1,2024-10-19,premium,2016-08-11 08:44:00,2024-11-15 15:28:00
VANCO0561,St. Mary Catholic Church #4,faith,mosque,small,36,basic,1004.00,2015-09-14,Imam Jennifer Jones,jennifer.jones@st.marycatholicchurch4.org,555-634-3773,4003 Park Blvd,Austin,TX,73350,America/Chicago,"[""online""]",7,2024-10-17,basic,2015-09-14 15:01:00,2024-11-17 11:27:00
VANCO0562,Cornerstone Methodist Church #4,faith,mosque,small,16,premium,471.00,2016-09-18,Imam David Brown,david.brown@cornerstonemethodistchurch4.org,555-232-3324,1666 Church Ave,Chicago,IL,60612,America/Chicago,"[""online"", ""text""]",3,2024-10-04,premium,2016-09-18 17:35:00,2024-11-17 16:45:00
VANCO0563,St. Mary Presbyterian Church #1,faith,mosque,large,169,basic,16770.00,2018-06-03,Imam Sarah Brown,sarah.brown@st.marypresbyterianchurch1.org,555-308-5380,5001 Oak Blvd,Boston,MA,2111,America/New_York,"[""online"", ""mobile""]",8,2024-11-06,basic,2018-06-03 11:17:00,2024-11-15 11:13:00
VANCO0564,Faith Community Baptist Church #5,faith,mosque,small,37,basic,608.00,2024-11-25,Imam Michael Brown,michael.brown@faithcommunitybaptistchurch5.org,555-794-6276,9589 Main Blvd,New York,NY,10022,America/New_York,"[""online"", ""mobile""]",2,2024-11-18,basic,2024-11-25 11:58:00,2024-11-15 12:51:00
VANCO0565,St. Paul Lutheran Church #3,faith,mosque,medium,123,standard,7655.00,2016-01-27,Imam David Williams,david.williams@st.paullutheranchurch3.org,555-590-8457,812 Oak Ave,Dallas,TX,75203,America/Chicago,"[""online"", ""mobile"", ""text""]",3,2024-10-02,basic,2016-01-27 16:09:00,2024-11-15 10:50:00
VANCO0566,St. Mary Baptist Church #2,faith,mosque,large,231,basic,24982.00,2016-01-18,Imam Michael Jones,michael.jones@st.marybaptistchurch2.org,555-725-8634,4133 Oak St,Los Angeles,CA,90033,America/Los_Angeles,"[""online"", ""mobile"", ""pos""]",8,2024-11-02,basic,2016-01-18 10:05:00,2024-11-17 16:38:00
VANCO0567,New Life Church #5,faith,mosque,small,48,premium,1214.00,2022-09-23,Imam Patricia Miller,patricia.miller@newlifechurch5.org,555-753-1592,6224 Church Blvd,Los Angeles,CA,90022,America/Los_Angeles,"[""online"", ""text""]",10,2024-11-06,premium,2022-09-23 12:28:00,2024-11-17 17:20:00
VANCO0568,Grace Community Episcopal Church #6,faith,mosque,small,21,standard,530.00,2019-01-18,Imam David Johnson,david.johnson@gracecommunityepiscopalchurch6.org,555-201-7333,669 School St,Houston,TX,77060,America/Chicago,"[""online"", ""text""]",12,2024-11-12,basic,2019-01-18 15:41:00,2024-11-20 10:16:00
VANCO0569,Crossroads Baptist Church #6,faith,synagogue,small,42,basic,1622.00,2019-12-16,Rabbi Patricia Miller,patricia.miller@crossroadsbaptistchurch6.org,555-872-9003,3216 Park Blvd,Austin,TX,73398,America/Chicago,"[""online"", ""mobile"", ""text""]",9,2024-11-09,basic,2019-12-16 16:58:00,2024-11-16 15:25:00
VANCO0570,Calvary Baptist Church #3,faith,mosque,small,11,standard,1574.00,2015-05-16,Imam Mary Jones,mary.jones@calvarybaptistchurch3.org,555-760-6160,2093 Oak St,Boston,MA,2181,America/New_York,"[""online"", ""text""]",1,2024-10-02,basic,2015-05-16 15:27:00,2024-11-18 09:44:00
VANCO0571,Trinity Lutheran Presbyterian Church #2,faith,mosque,medium,134,standard,6885.00,2019-02-18,Imam Lisa Smith,lisa.smith@trinitylutheranpresbyterianchurch2.org,555-460-4834,9868 Church Ave,San Francisco,CA,94110,America/Los_Angeles,"[""online"", ""mobile""]",4,2024-10-20,basic,2019-02-18 11:08:00,2024-11-15 09:13:00
VANCO0572,Faith Community Church #4,faith,mosque,small,6,basic,1553.00,2022-12-03,Imam Sarah Williams,sarah.williams@faithcommunitychurch4.org,555-331-5152,1542 School Blvd,San Francisco,CA,94194,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",14,2024-10-12,basic,2022-12-03 13:12:00,2024-11-20 13:06:00
VANCO0573,Riverside Church #6,faith,church,small,24,standard,788.00,2023-11-22,Rev. John Miller,john.miller@riversidechurch6.org,555-206-5264,4353 Church Dr,Austin,TX,73364,America/Chicago,"[""online"", ""text""]",5,2024-10-03,basic,2023-11-22 13:23:00,2024-11-16 12:52:00
VANCO0574,St. Mary Lutheran Church #1,faith,church,large,242,standard,24469.00,2015-03-14,Rev. Sarah Smith,sarah.smith@st.marylutheranchurch1.org,555-903-1636,7092 School Blvd,Los Angeles,CA,90046,America/Los_Angeles,"[""online"", ""text"", ""pos""]",11,2024-10-20,basic,2015-03-14 16:17:00,2024-11-20 14:14:00
VANCO0575,Blessed Sacrament Presbyterian Church #2,faith,mosque,small,15,standard,759.00,2024-11-08,Imam Lisa Smith,lisa.smith@blessedsacramentpresbyterianchurch2.org,555-810-8328,7666 Church Ave,Los Angeles,CA,90079,America/Los_Angeles,"[""online""]",15,2024-10-13,basic,2024-11-08 13:21:00,2024-11-16 10:49:00
VANCO0576,Calvary Baptist Methodist Church #5,faith,church,large,338,standard,14134.00,2021-11-17,Rev. Patricia Smith,patricia.smith@calvarybaptistmethodistchurch5.org,555-606-5177,227 Oak Blvd,Boston,MA,2199,America/New_York,"[""online"", ""pos""]",2,2024-10-12,basic,2021-11-17 11:41:00,2024-11-17 09:11:00
VANCO0577,New Life Episcopal Church #5,faith,mosque,small,28,basic,952.00,2021-08-22,Imam John Brown,john.brown@newlifeepiscopalchurch5.org,555-248-1157,2807 Main Dr,Philadelphia,PA,19103,America/New_York,"[""online""]",7,2024-10-15,basic,2021-08-22 08:15:00,2024-11-19 16:09:00
VANCO0578,St. Mary Baptist Church #3,faith,church,small,15,standard,1378.00,2016-11-08,Rev. Sarah Jones,sarah.jones@st.marybaptistchurch3.org,555-384-9302,8740 School Ave,Charlotte,NC,28239,America/New_York,"[""online"", ""mobile"", ""text""]",15,2024-10-02,basic,2016-11-08 09:32:00,2024-11-17 08:22:00
VANCO0579,Crossroads Lutheran Church #2,faith,mosque,medium,115,basic,4235.00,2024-01-17,Imam William Martinez,william.martinez@crossroadslutheranchurch2.org,555-315-1827,2445 Church Blvd,Seattle,WA,98126,America/Los_Angeles,"[""online"", ""mobile""]",3,2024-10-08,basic,2024-01-17 14:40:00,2024-11-20 16:37:00
VANCO0580,Mount Olive Catholic Church #6,faith,mosque,small,7,basic,493.00,2019-09-21,Imam Robert Davis,robert.davis@mountolivecatholicchurch6.org,555-779-9923,8195 Main St,Charlotte,NC,28294,America/New_York,"[""online"", ""mobile"", ""text""]",14,2024-10-02,basic,2019-09-21 08:24:00,2024-11-16 17:36:00
VANCO0581,Grace Community Community Church #1,faith,mosque,small,15,standard,772.00,2018-08-21,Imam Michael Johnson,michael.johnson@gracecommunitycommunitychurch1.org,555-155-5793,9523 Oak St,Phoenix,AZ,85074,America/Phoenix,"[""online""]",1,2024-11-12,basic,2018-08-21 09:50:00,2024-11-17 09:57:00
VANCO0582,Hope Methodist Presbyterian Church #3,faith,synagogue,small,25,premium,1943.00,2018-02-15,Rabbi John Williams,john.williams@hopemethodistpresbyterianchurch3.org,555-748-7917,6888 Main St,New York,NY,10059,America/New_York,"[""online"", ""text""]",14,2024-11-17,premium,2018-02-15 09:37:00,2024-11-20 08:59:00
VANCO0583,Victory Methodist Church #4,faith,church,small,44,basic,774.00,2018-08-01,Rev. Robert Martinez,robert.martinez@victorymethodistchurch4.org,555-785-8337,8041 School Dr,Fort Worth,TX,76183,America/Chicago,"[""online"", ""mobile"", ""text""]",1,2024-10-20,basic,2018-08-01 13:52:00,2024-11-15 16:42:00
VANCO0584,Calvary Baptist Church #4,faith,church,medium,53,basic,2709.00,2018-10-20,Rev. Michael Miller,michael.miller@calvarybaptistchurch4.org,555-757-8074,9149 Park Ave,Denver,CO,80233,America/Denver,"[""online""]",15,2024-10-19,basic,2018-10-20 17:40:00,2024-11-17 12:03:00
VANCO0585,Mount Olive Episcopal Church #3,faith,church,medium,87,standard,5174.00,2017-08-19,Rev. David Miller,david.miller@mountoliveepiscopalchurch3.org,555-437-9705,214 Oak Dr,Philadelphia,PA,19180,America/New_York,"[""online"", ""mobile"", ""text""]",3,2024-10-18,basic,2017-08-19 09:54:00,2024-11-20 14:42:00
VANCO0586,Emmanuel Baptist Episcopal Church #3,faith,church,medium,108,basic,4998.00,2024-01-20,Rev. David Jones,david.jones@emmanuelbaptistepiscopalchurch3.org,555-581-8053,1668 Church St,Houston,TX,77013,America/Chicago,"[""online"", ""mobile""]",6,2024-11-17,basic,2024-01-20 17:05:00,2024-11-15 10:48:00
VANCO0587,St. Paul Church #5,faith,synagogue,small,32,standard,812.00,2017-09-14,Rabbi Patricia Williams,patricia.williams@st.paulchurch5.org,555-169-3677,977 Main Dr,Austin,TX,73391,America/Chicago,"[""online"", ""mobile""]",8,2024-10-15,basic,2017-09-14 08:41:00,2024-11-17 08:48:00
VANCO0588,Blessed Sacrament Presbyterian Church #3,faith,synagogue,medium,141,basic,6301.00,2024-09-08,Rabbi Michael Jones,michael.jones@blessedsacramentpresbyterianchurch3.org,555-130-7747,3482 Oak Blvd,Columbus,OH,43203,America/New_York,"[""online"", ""mobile"", ""text""]",2,2024-11-17,basic,2024-09-08 12:20:00,2024-11-15 12:03:00
VANCO0589,Hope Methodist Church #4,faith,mosque,medium,135,standard,4652.00,2022-03-18,Imam Mary Martinez,mary.martinez@hopemethodistchurch4.org,555-285-2752,9593 Park Ave,Philadelphia,PA,19140,America/New_York,"[""online""]",4,2024-11-16,basic,2022-03-18 14:09:00,2024-11-19 17:27:00
VANCO0590,Riverside Catholic Church #1,faith,synagogue,small,38,standard,720.00,2019-01-10,Rabbi Michael Smith,michael.smith@riversidecatholicchurch1.org,555-203-2301,7478 Oak Dr,Houston,TX,77089,America/Chicago,"[""online""]",3,2024-11-14,basic,2019-01-10 12:09:00,2024-11-16 14:57:00
VANCO0591,Blessed Sacrament Church #3,faith,church,small,48,standard,1777.00,2023-08-06,Rev. Mary Miller,mary.miller@blessedsacramentchurch3.org,555-331-4426,7262 Main Ave,San Jose,CA,95146,America/Los_Angeles,"[""online"", ""mobile""]",14,2024-10-09,basic,2023-08-06 12:29:00,2024-11-16 17:35:00
VANCO0592,Blessed Sacrament Community Church #3,faith,church,small,31,basic,1016.00,2016-12-06,Rev. Mary Martinez,mary.martinez@blessedsacramentcommunitychurch3.org,555-501-6106,8232 School Ave,Philadelphia,PA,19112,America/New_York,"[""online""]",15,2024-11-16,basic,2016-12-06 15:11:00,2024-11-17 17:19:00
VANCO0593,Good Shepherd Episcopal Church #2,faith,church,large,287,basic,22657.00,2015-06-20,Rev. Jennifer Williams,jennifer.williams@goodshepherdepiscopalchurch2.org,555-678-7507,5357 Oak Blvd,Los Angeles,CA,90068,America/Los_Angeles,"[""online"", ""mobile""]",14,2024-10-18,basic,2015-06-20 09:50:00,2024-11-20 12:40:00
VANCO0594,Calvary Baptist Baptist Church #2,faith,mosque,medium,134,standard,2855.00,2020-09-24,Imam Lisa Miller,lisa.miller@calvarybaptistbaptistchurch2.org,555-880-6713,5243 Main Blvd,Philadelphia,PA,19113,America/New_York,"[""online""]",1,2024-10-09,basic,2020-09-24 09:39:00,2024-11-20 12:06:00
VANCO0595,New Life Community Church #2,faith,synagogue,small,43,basic,1587.00,2023-02-24,Rabbi Michael Jones,michael.jones@newlifecommunitychurch2.org,555-542-2773,5783 Oak St,San Diego,CA,92188,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",2,2024-10-14,basic,2023-02-24 11:00:00,2024-11-18 11:40:00
VANCO0596,Riverside Episcopal Church #3,faith,mosque,medium,97,basic,2974.00,2015-01-18,Imam Jennifer Jones,jennifer.jones@riversideepiscopalchurch3.org,555-318-6061,5064 Oak St,Indianapolis,IN,46252,America/New_York,"[""online"", ""mobile"", ""text""]",14,2024-10-08,basic,2015-01-18 12:48:00,2024-11-16 13:48:00
VANCO0597,Victory Episcopal Church #3,faith,synagogue,small,38,standard,884.00,2016-07-15,Rabbi David Smith,david.smith@victoryepiscopalchurch3.org,555-878-5352,1996 School Blvd,San Francisco,CA,94124,America/Los_Angeles,"[""online"", ""mobile""]",2,2024-11-05,basic,2016-07-15 08:09:00,2024-11-19 09:00:00
VANCO0598,Cornerstone Presbyterian Church #2,faith,church,large,472,basic,20699.00,2022-05-21,Rev. John Davis,john.davis@cornerstonepresbyterianchurch2.org,555-350-8893,5573 Main Dr,New York,NY,10058,America/New_York,"[""online"", ""mobile""]",8,2024-11-16,basic,2022-05-21 09:18:00,2024-11-18 15:48:00
VANCO0599,Blessed Sacrament Church #4,faith,church,small,11,premium,1164.00,2022-10-24,Rev. Michael Miller,michael.miller@blessedsacramentchurch4.org,555-266-6912,752 Church Ave,Dallas,TX,75205,America/Chicago,"[""online"", ""mobile"", ""text""]",1,2024-11-19,premium,2022-10-24 13:03:00,2024-11-16 17:05:00
VANCO0600,Blessed Sacrament Catholic Church #4,faith,synagogue,medium,69,basic,5010.00,2017-01-13,Rabbi John Miller,john.miller@blessedsacramentcatholicchurch4.org,555-308-7602,4828 School St,Los Angeles,CA,90096,America/Los_Angeles,"[""online"", ""mobile""]",9,2024-11-06,basic,2017-01-13 08:07:00,2024-11-17 14:56:00
VANCO0601,Calvary Baptist Lutheran Church #3,faith,church,small,48,standard,577.00,2015-03-18,Rev. Lisa Jones,lisa.jones@calvarybaptistlutheranchurch3.org,555-425-2830,1489 Church Ave,Philadelphia,PA,19187,America/New_York,"[""online"", ""mobile""]",14,2024-10-01,basic,2015-03-18 13:26:00,2024-11-17 09:19:00
VANCO0602,Trinity Lutheran Methodist Church #3,faith,synagogue,small,10,standard,1463.00,2015-12-25,Rabbi Michael Williams,michael.williams@trinitylutheranmethodistchurch3.org,555-504-5416,7320 Park Blvd,Phoenix,AZ,85068,America/Phoenix,"[""online"", ""mobile""]",2,2024-10-16,basic,2015-12-25 17:45:00,2024-11-15 15:52:00
VANCO0603,Hope Methodist Presbyterian Church #4,faith,mosque,medium,133,basic,3045.00,2022-11-03,Imam Robert Garcia,robert.garcia@hopemethodistpresbyterianchurch4.org,555-312-9769,6226 Church Ave,San Diego,CA,92139,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",8,2024-10-01,basic,2022-11-03 15:14:00,2024-11-18 16:34:00
