employee_id,customer_id,first_name,last_name,email,phone,title,role,department,hire_date,is_primary_contact,is_active,last_login_date,training_completed,permissions,created_at,updated_at
EMP1869,VANCO0468,William,Mitchell,william.mitchell@newlifechurch4.org,555-324-3317,Education Director,admin,Programs,2025-02-13,False,True,2024-10-31,False,"[""billing"", ""reports"", ""settings"", ""users""]",2025-02-13 00:00:00,2024-11-20 14:30:00
EMP1870,VANCO0469,Brian,Rodriguez,brian.rodriguez@faithcommunitypresbyterianchurch1.org,555-789-5370,Rabbi,admin,Leadership,2024-08-22,True,True,2024-11-13,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-08-22 00:00:00,2024-11-20 14:30:00
EMP1871,VANCO0469,Betty,Jackson,betty.jackson@faithcommunitypresbyterianchurch1.org,555-522-2131,Cantor,teacher,Operations,2024-07-17,False,True,2024-11-18,True,"[""basic_access""]",2024-07-17 00:00:00,2024-11-20 14:30:00
EMP1872,VANCO0469,Sarah,Johnson,sarah.johnson@faithcommunitypresbyterianchurch1.org,555-602-8009,Education Director,admin,Programs,2024-02-03,False,True,2024-11-13,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-02-03 00:00:00,2024-11-20 14:30:00
EMP1873,VANCO0469,Richard,Lee,richard.lee@faithcommunitypresbyterianchurch1.org,555-700-5145,Administrative Assistant,director,Administration,2024-09-25,False,True,2024-10-28,False,"[""basic_access""]",2024-09-25 00:00:00,2024-11-20 14:30:00
EMP1874,VANCO0470,Sandra,Robinson,sandra.robinson@mountolivechurch6.org,555-402-3096,Administrative Assistant,volunteer,Administration,2024-06-29,True,True,2024-11-01,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-06-29 00:00:00,2024-11-20 14:30:00
EMP1875,VANCO0470,Sarah,Young,sarah.young@mountolivechurch6.org,555-186-6299,Executive Director,admin,Operations,2025-03-24,False,True,2024-10-31,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-03-24 00:00:00,2024-11-20 14:30:00
EMP1876,VANCO0470,Nancy,Campbell,nancy.campbell@mountolivechurch6.org,555-641-7055,Rabbi,admin,Leadership,2025-03-06,False,True,2024-11-06,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-03-06 00:00:00,2024-11-20 14:30:00
EMP1877,VANCO0470,Joshua,Jones,joshua.jones@mountolivechurch6.org,555-837-1780,Cantor,volunteer,Operations,2024-04-20,False,True,2024-11-07,True,"[""basic_access""]",2024-04-20 00:00:00,2024-11-20 14:30:00
EMP1878,VANCO0471,Michelle,Davis,michelle.davis@stpaullutheranchurch1.org,555-403-2467,Community Outreach Coordinator,teacher,Operations,2021-08-08,True,True,2024-10-22,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-08-08 00:00:00,2024-11-20 14:30:00
EMP1879,VANCO0471,Susan,Taylor,susan.taylor@stpaullutheranchurch1.org,555-827-5760,Education Coordinator,volunteer,Programs,2020-11-20,False,True,2024-10-28,False,"[""basic_access""]",2020-11-20 00:00:00,2024-11-20 14:30:00
EMP1880,VANCO0471,Ruth,Wilson,ruth.wilson@stpaullutheranchurch1.org,555-566-5239,Imam,admin,Leadership,2020-07-10,False,True,2024-11-18,False,"[""billing"", ""reports"", ""settings"", ""users""]",2020-07-10 00:00:00,2024-11-20 14:30:00
EMP1881,VANCO0471,George,Nguyen,george.nguyen@stpaullutheranchurch1.org,555-291-8704,Administrative Director,admin,Administration,2018-09-30,False,True,2024-10-27,True,"[""billing"", ""reports"", ""settings"", ""users""]",2018-09-30 00:00:00,2024-11-20 14:30:00
EMP1882,VANCO0472,Ronald,Rodriguez,ronald.rodriguez@trinitylutheranchurch5.org,555-367-3194,Education Coordinator,director,Programs,2020-10-28,True,True,2024-11-03,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-10-28 00:00:00,2024-11-20 14:30:00
EMP1883,VANCO0472,George,Nelson,george.nelson@trinitylutheranchurch5.org,555-546-2425,Imam,admin,Leadership,2016-09-18,False,True,2024-11-03,False,"[""billing"", ""reports"", ""settings"", ""users""]",2016-09-18 00:00:00,2024-11-20 14:30:00
EMP1884,VANCO0472,Helen,Robinson,helen.robinson@trinitylutheranchurch5.org,555-470-2743,Office Assistant,volunteer,Administration,2017-12-01,False,True,2024-10-22,True,"[""basic_access""]",2017-12-01 00:00:00,2024-11-20 14:30:00
EMP1885,VANCO0472,Anthony,Walker,anthony.walker@trinitylutheranchurch5.org,555-642-2334,Community Outreach Coordinator,volunteer,Operations,2020-06-11,False,True,2024-11-04,True,"[""basic_access""]",2020-06-11 00:00:00,2024-11-20 14:30:00
EMP1886,VANCO0472,Karen,Nelson,karen.nelson@trinitylutheranchurch5.org,555-251-4827,Administrative Director,admin,Administration,2016-01-05,False,True,2024-11-03,True,"[""billing"", ""reports"", ""settings"", ""users""]",2016-01-05 00:00:00,2024-11-20 14:30:00
EMP1887,VANCO0473,Anthony,Mitchell,anthony.mitchell@trinitylutheranmethodistchurch1.org,555-510-7333,Executive Director,admin,Operations,2024-01-21,True,True,2024-11-07,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-01-21 00:00:00,2024-11-20 14:30:00
EMP1888,VANCO0473,Daniel,Thomas,daniel.thomas@trinitylutheranmethodistchurch1.org,555-183-8123,Office Manager,director,Administration,2020-07-26,False,False,2024-11-08,True,"[""basic_access""]",2020-07-26 00:00:00,2024-11-20 14:30:00
EMP1889,VANCO0473,William,Allen,william.allen@trinitylutheranmethodistchurch1.org,555-443-2130,Rabbi,admin,Leadership,2022-06-22,False,True,2024-11-18,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-06-22 00:00:00,2024-11-20 14:30:00
EMP1890,VANCO0473,Carol,Moore,carol.moore@trinitylutheranmethodistchurch1.org,555-415-1511,Cantor,teacher,Operations,2020-04-28,False,True,2024-10-27,True,"[""basic_access""]",2020-04-28 00:00:00,2024-11-20 14:30:00
EMP1891,VANCO0473,Thomas,Sanchez,thomas.sanchez@trinitylutheranmethodistchurch1.org,555-646-2608,Administrative Assistant,volunteer,Administration,2023-08-18,False,True,2024-11-03,True,"[""basic_access""]",2023-08-18 00:00:00,2024-11-20 14:30:00
EMP1892,VANCO0474,David,Rivera,david.rivera@newlifelutheranchurch2.org,555-979-6753,Finance Director,admin,Finance,2024-12-23,True,True,2024-11-06,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-12-23 00:00:00,2024-11-20 14:30:00
EMP1893,VANCO0474,Jacob,Garcia,jacob.garcia@newlifelutheranchurch2.org,555-655-7833,Music Director,admin,Operations,2025-06-28,False,True,2024-11-11,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-06-28 00:00:00,2024-11-20 14:30:00
EMP1894,VANCO0474,Jessica,Smith,jessica.smith@newlifelutheranchurch2.org,555-417-3531,Youth Pastor,admin,Leadership,2025-01-12,False,True,2024-11-05,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-01-12 00:00:00,2024-11-20 14:30:00
EMP1895,VANCO0474,Brian,Rodriguez,brian.rodriguez@newlifelutheranchurch2.org,555-635-8203,Associate Pastor,admin,Leadership,2025-02-22,False,True,2024-10-30,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-02-22 00:00:00,2024-11-20 14:30:00
EMP1896,VANCO0474,Kenneth,Taylor,kenneth.taylor@newlifelutheranchurch2.org,555-739-4448,Office Manager,director,Administration,2025-03-05,False,True,2024-11-08,True,"[""basic_access""]",2025-03-05 00:00:00,2024-11-20 14:30:00
EMP1897,VANCO0475,Charles,Ramirez,charles.ramirez@victorycatholicchurch5.org,555-488-1532,Finance Director,admin,Finance,2022-05-18,True,True,2024-11-01,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-05-18 00:00:00,2024-11-20 14:30:00
EMP1898,VANCO0475,Ronald,White,ronald.white@victorycatholicchurch5.org,555-126-3176,Music Director,admin,Operations,2020-12-03,False,True,2024-11-13,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-12-03 00:00:00,2024-11-20 14:30:00
EMP1899,VANCO0475,Deborah,Lee,deborah.lee@victorycatholicchurch5.org,555-258-8248,Pastor,admin,Leadership,2022-12-08,False,True,2024-11-19,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-12-08 00:00:00,2024-11-20 14:30:00
EMP1900,VANCO0475,Donald,Jackson,donald.jackson@victorycatholicchurch5.org,555-316-7599,Associate Pastor,admin,Leadership,2022-04-01,False,False,2024-11-15,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-04-01 00:00:00,2024-11-20 14:30:00
EMP1901,VANCO0476,Helen,Adams,helen.adams@christthekingbaptistchurch4.org,555-128-6360,Rabbi,admin,Leadership,2022-02-24,True,True,2024-10-21,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-02-24 00:00:00,2024-11-20 14:30:00
EMP1902,VANCO0476,Mark,Adams,mark.adams@christthekingbaptistchurch4.org,555-890-2629,Executive Director,admin,Operations,2019-06-11,False,False,2024-11-09,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-06-11 00:00:00,2024-11-20 14:30:00
EMP1903,VANCO0476,David,Anderson,david.anderson@christthekingbaptistchurch4.org,555-493-5401,Office Manager,volunteer,Administration,2022-05-28,False,True,2024-10-31,False,"[""basic_access""]",2022-05-28 00:00:00,2024-11-20 14:30:00
EMP1904,VANCO0476,Edward,Hernandez,edward.hernandez@christthekingbaptistchurch4.org,555-881-7386,Administrative Assistant,director,Administration,2021-08-29,False,True,2024-10-29,True,"[""basic_access""]",2021-08-29 00:00:00,2024-11-20 14:30:00
EMP1905,VANCO0477,Elizabeth,Taylor,elizabeth.taylor@firstbaptistcatholicchurch1.org,555-419-2422,Pastor,admin,Leadership,2021-06-01,True,True,2024-11-15,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-06-01 00:00:00,2024-11-20 14:30:00
EMP1906,VANCO0477,Robert,Baker,robert.baker@firstbaptistcatholicchurch1.org,555-745-1331,Youth Pastor,admin,Leadership,2023-04-09,False,True,2024-10-26,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-04-09 00:00:00,2024-11-20 14:30:00
EMP1907,VANCO0477,Betty,Wilson,betty.wilson@firstbaptistcatholicchurch1.org,555-148-9429,Office Manager,volunteer,Administration,2025-05-21,False,True,2024-11-16,True,"[""basic_access""]",2025-05-21 00:00:00,2024-11-20 14:30:00
EMP1908,VANCO0478,Kenneth,Miller,kenneth.miller@christthekingchurch4.org,555-206-1089,Cantor,volunteer,Operations,2023-10-20,True,True,2024-10-22,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-10-20 00:00:00,2024-11-20 14:30:00
EMP1909,VANCO0478,Sarah,White,sarah.white@christthekingchurch4.org,555-412-6724,Office Manager,teacher,Administration,2024-08-01,False,True,2024-10-29,True,"[""basic_access""]",2024-08-01 00:00:00,2024-11-20 14:30:00
EMP1910,VANCO0478,Ruth,Jones,ruth.jones@christthekingchurch4.org,555-140-5841,Rabbi,admin,Leadership,2024-03-11,False,True,2024-10-29,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-03-11 00:00:00,2024-11-20 14:30:00
EMP1911,VANCO0478,Carol,Martin,carol.martin@christthekingchurch4.org,555-779-7518,Executive Director,admin,Operations,2024-07-09,False,True,2024-11-03,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-07-09 00:00:00,2024-11-20 14:30:00
EMP1912,VANCO0479,James,Nelson,james.nelson@newlifebaptistchurch.org,555-784-5796,Office Assistant,teacher,Administration,2024-08-03,True,True,2024-10-31,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-08-03 00:00:00,2024-11-20 14:30:00
EMP1913,VANCO0479,Susan,Young,susan.young@newlifebaptistchurch.org,555-763-5612,Education Coordinator,director,Programs,2025-03-14,False,True,2024-11-18,False,"[""basic_access""]",2025-03-14 00:00:00,2024-11-20 14:30:00
EMP1914,VANCO0479,Helen,Taylor,helen.taylor@newlifebaptistchurch.org,555-853-4467,Imam,admin,Leadership,2024-12-03,False,True,2024-10-28,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-12-03 00:00:00,2024-11-20 14:30:00
EMP1915,VANCO0479,Steven,Scott,steven.scott@newlifebaptistchurch.org,555-329-6239,Community Outreach Coordinator,director,Operations,2024-10-09,False,True,2024-10-27,True,"[""basic_access""]",2024-10-09 00:00:00,2024-11-20 14:30:00
EMP1916,VANCO0480,Kimberly,Lewis,kimberly.lewis@mountolivecommunitychurch2.org,555-244-2022,Education Coordinator,volunteer,Programs,2024-12-06,True,True,2024-10-28,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-12-06 00:00:00,2024-11-20 14:30:00
EMP1917,VANCO0480,Susan,Baker,susan.baker@mountolivecommunitychurch2.org,555-132-6348,Imam,admin,Leadership,2025-06-26,False,True,2024-11-17,False,"[""billing"", ""reports"", ""settings"", ""users""]",2025-06-26 00:00:00,2024-11-20 14:30:00
EMP1918,VANCO0480,Ruth,Hill,ruth.hill@mountolivecommunitychurch2.org,555-958-4213,Office Assistant,director,Administration,2021-11-11,False,True,2024-11-03,False,"[""basic_access""]",2021-11-11 00:00:00,2024-11-20 14:30:00
EMP1919,VANCO0480,Mary,King,mary.king@mountolivecommunitychurch2.org,555-448-2132,Administrative Director,admin,Administration,2025-06-08,False,True,2024-11-17,False,"[""billing"", ""reports"", ""settings"", ""users""]",2025-06-08 00:00:00,2024-11-20 14:30:00
EMP1920,VANCO0480,Lisa,Campbell,lisa.campbell@mountolivecommunitychurch2.org,555-775-2610,Community Outreach Coordinator,volunteer,Operations,2025-03-06,False,True,2024-11-08,True,"[""basic_access""]",2025-03-06 00:00:00,2024-11-20 14:30:00
EMP1921,VANCO0481,Edward,Wilson,edward.wilson@blessedsacramentmethodistchurch3.org,555-214-1671,Associate Pastor,admin,Leadership,2024-05-16,True,True,2024-11-09,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-05-16 00:00:00,2024-11-20 14:30:00
EMP1922,VANCO0481,Charles,Wilson,charles.wilson@blessedsacramentmethodistchurch3.org,555-561-2683,Youth Pastor,admin,Leadership,2024-06-02,False,True,2024-11-15,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-06-02 00:00:00,2024-11-20 14:30:00
EMP1923,VANCO0481,Susan,Torres,susan.torres@blessedsacramentmethodistchurch3.org,555-246-9968,Office Manager,teacher,Administration,2021-03-30,False,True,2024-10-27,True,"[""basic_access""]",2021-03-30 00:00:00,2024-11-20 14:30:00
EMP1924,VANCO0481,Charles,Mitchell,charles.mitchell@blessedsacramentmethodistchurch3.org,555-492-2017,Administrative Assistant,teacher,Administration,2020-05-31,False,False,2024-11-16,True,"[""basic_access""]",2020-05-31 00:00:00,2024-11-20 14:30:00
EMP1925,VANCO0481,Sandra,Lopez,sandra.lopez@blessedsacramentmethodistchurch3.org,555-269-9904,Music Director,admin,Operations,2022-03-27,False,True,2024-10-23,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-03-27 00:00:00,2024-11-20 14:30:00
EMP1926,VANCO0482,Ronald,Torres,ronald.torres@calvarybaptistepiscopalchurch2.org,555-685-7188,Administrative Assistant,volunteer,Administration,2021-02-06,True,True,2024-11-16,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-02-06 00:00:00,2024-11-20 14:30:00
EMP1927,VANCO0482,Anthony,Johnson,anthony.johnson@calvarybaptistepiscopalchurch2.org,555-328-4453,Finance Director,admin,Finance,2023-11-27,False,True,2024-11-19,False,"[""billing"", ""reports"", ""settings"", ""users""]",2023-11-27 00:00:00,2024-11-20 14:30:00
EMP1928,VANCO0482,Lisa,Young,lisa.young@calvarybaptistepiscopalchurch2.org,555-476-4557,Youth Pastor,admin,Leadership,2024-10-18,False,True,2024-10-29,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-10-18 00:00:00,2024-11-20 14:30:00
EMP1929,VANCO0482,Betty,Wright,betty.wright@calvarybaptistepiscopalchurch2.org,555-529-7629,Pastor,admin,Leadership,2021-01-14,False,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-01-14 00:00:00,2024-11-20 14:30:00
EMP1930,VANCO0482,Karen,Nguyen,karen.nguyen@calvarybaptistepiscopalchurch2.org,555-327-9556,Associate Pastor,admin,Leadership,2024-07-19,False,True,2024-11-13,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-07-19 00:00:00,2024-11-20 14:30:00
EMP1931,VANCO0483,Karen,Robinson,karen.robinson@blessedsacramentepiscopalchurch4.org,555-242-4537,Youth Pastor,admin,Leadership,2023-12-31,True,False,2024-11-18,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-12-31 00:00:00,2024-11-20 14:30:00
EMP1932,VANCO0483,Jessica,Ramirez,jessica.ramirez@blessedsacramentepiscopalchurch4.org,555-722-7196,Music Director,admin,Operations,2024-10-16,False,True,2024-10-22,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-10-16 00:00:00,2024-11-20 14:30:00
EMP1933,VANCO0483,Ruth,Allen,ruth.allen@blessedsacramentepiscopalchurch4.org,555-510-1202,Pastor,admin,Leadership,2024-03-22,False,True,2024-10-26,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-03-22 00:00:00,2024-11-20 14:30:00
EMP1934,VANCO0484,Timothy,Rodriguez,timothy.rodriguez@livingwaterchurch4.org,555-984-6796,Administrative Assistant,teacher,Administration,2024-03-01,True,True,2024-11-04,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-03-01 00:00:00,2024-11-20 14:30:00
EMP1935,VANCO0484,Thomas,Anderson,thomas.anderson@livingwaterchurch4.org,555-859-9917,Music Director,admin,Operations,2023-12-03,False,True,2024-11-10,False,"[""billing"", ""reports"", ""settings"", ""users""]",2023-12-03 00:00:00,2024-11-20 14:30:00
EMP1936,VANCO0484,Sandra,Wilson,sandra.wilson@livingwaterchurch4.org,555-357-1406,Pastor,admin,Leadership,2022-05-26,False,True,2024-11-03,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-05-26 00:00:00,2024-11-20 14:30:00
EMP1937,VANCO0484,Jason,Allen,jason.allen@livingwaterchurch4.org,555-797-2702,Youth Pastor,admin,Leadership,2024-08-01,False,True,2024-10-29,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-08-01 00:00:00,2024-11-20 14:30:00
EMP1938,VANCO0484,Nancy,Green,nancy.green@livingwaterchurch4.org,555-301-6346,Finance Director,admin,Finance,2022-07-22,False,True,2024-10-30,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-07-22 00:00:00,2024-11-20 14:30:00
EMP1939,VANCO0485,Linda,Torres,linda.torres@firstbaptistcatholicchurch2.org,555-898-7602,Executive Director,admin,Operations,2021-06-11,True,True,2024-11-17,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-06-11 00:00:00,2024-11-20 14:30:00
EMP1940,VANCO0485,Dorothy,Williams,dorothy.williams@firstbaptistcatholicchurch2.org,555-688-8226,Rabbi,admin,Leadership,2021-07-13,False,True,2024-11-16,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-07-13 00:00:00,2024-11-20 14:30:00
EMP1941,VANCO0485,Elizabeth,Mitchell,elizabeth.mitchell@firstbaptistcatholicchurch2.org,555-478-3858,Administrative Assistant,teacher,Administration,2020-10-21,False,True,2024-11-02,True,"[""basic_access""]",2020-10-21 00:00:00,2024-11-20 14:30:00
EMP1942,VANCO0485,Jeffrey,Adams,jeffrey.adams@firstbaptistcatholicchurch2.org,555-788-4277,Office Manager,teacher,Administration,2024-09-06,False,True,2024-11-11,True,"[""basic_access""]",2024-09-06 00:00:00,2024-11-20 14:30:00
EMP1943,VANCO0486,Nancy,Hernandez,nancy.hernandez@gracecommunitycatholicchurch3.org,555-638-8309,Education Director,admin,Programs,2022-10-16,True,True,2024-11-01,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-10-16 00:00:00,2024-11-20 14:30:00
EMP1944,VANCO0486,Lisa,Taylor,lisa.taylor@gracecommunitycatholicchurch3.org,555-219-2238,Administrative Assistant,director,Administration,2018-04-24,False,True,2024-11-10,True,"[""basic_access""]",2018-04-24 00:00:00,2024-11-20 14:30:00
EMP1945,VANCO0486,Thomas,Campbell,thomas.campbell@gracecommunitycatholicchurch3.org,555-181-3738,Rabbi,admin,Leadership,2018-02-14,False,True,2024-10-25,False,"[""billing"", ""reports"", ""settings"", ""users""]",2018-02-14 00:00:00,2024-11-20 14:30:00
EMP1946,VANCO0486,Daniel,Nguyen,daniel.nguyen@gracecommunitycatholicchurch3.org,555-999-9446,Office Manager,teacher,Administration,2018-11-26,False,False,2024-10-31,True,"[""basic_access""]",2018-11-26 00:00:00,2024-11-20 14:30:00
EMP1947,VANCO0486,Kenneth,Jackson,kenneth.jackson@gracecommunitycatholicchurch3.org,555-172-9633,Cantor,volunteer,Operations,2019-12-03,False,True,2024-10-24,True,"[""basic_access""]",2019-12-03 00:00:00,2024-11-20 14:30:00
EMP1948,VANCO0487,Jessica,Young,jessica.young@crossroadsbaptistchurch4.org,555-464-7993,Youth Pastor,admin,Leadership,2019-06-07,True,True,2024-11-02,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-06-07 00:00:00,2024-11-20 14:30:00
EMP1949,VANCO0487,Lisa,Thompson,lisa.thompson@crossroadsbaptistchurch4.org,555-561-3743,Administrative Assistant,teacher,Administration,2020-04-28,False,True,2024-10-21,True,"[""basic_access""]",2020-04-28 00:00:00,2024-11-20 14:30:00
EMP1950,VANCO0487,Kimberly,Williams,kimberly.williams@crossroadsbaptistchurch4.org,555-180-9096,Associate Pastor,admin,Leadership,2018-01-17,False,True,2024-11-19,True,"[""billing"", ""reports"", ""settings"", ""users""]",2018-01-17 00:00:00,2024-11-20 14:30:00
EMP1951,VANCO0488,Mary,Flores,mary.flores@firstbaptistchurch4.org,555-409-1372,Youth Pastor,admin,Leadership,2021-03-16,True,True,2024-11-11,False,"[""billing"", ""reports"", ""settings"", ""users""]",2021-03-16 00:00:00,2024-11-20 14:30:00
EMP1952,VANCO0488,Ruth,Davis,ruth.davis@firstbaptistchurch4.org,555-762-9581,Finance Director,admin,Finance,2020-12-31,False,True,2024-11-19,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-12-31 00:00:00,2024-11-20 14:30:00
EMP1953,VANCO0488,Mary,Torres,mary.torres@firstbaptistchurch4.org,555-473-8557,Associate Pastor,admin,Leadership,2018-09-14,False,True,2024-10-21,False,"[""billing"", ""reports"", ""settings"", ""users""]",2018-09-14 00:00:00,2024-11-20 14:30:00
EMP1954,VANCO0488,Ronald,Anderson,ronald.anderson@firstbaptistchurch4.org,555-864-2452,Music Director,admin,Operations,2022-01-03,False,True,2024-11-04,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-01-03 00:00:00,2024-11-20 14:30:00
EMP1955,VANCO0489,Helen,Baker,helen.baker@newlifemethodistchurch4.org,555-152-3776,Office Assistant,teacher,Administration,2021-06-02,True,True,2024-11-10,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-06-02 00:00:00,2024-11-20 14:30:00
EMP1956,VANCO0489,Linda,Sanchez,linda.sanchez@newlifemethodistchurch4.org,555-988-8795,Community Outreach Coordinator,director,Operations,2019-01-04,False,True,2024-10-22,True,"[""basic_access""]",2019-01-04 00:00:00,2024-11-20 14:30:00
EMP1957,VANCO0489,James,Wright,james.wright@newlifemethodistchurch4.org,555-328-7787,Administrative Director,admin,Administration,2019-12-31,False,True,2024-11-11,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-12-31 00:00:00,2024-11-20 14:30:00
EMP1958,VANCO0489,Daniel,Rodriguez,daniel.rodriguez@newlifemethodistchurch4.org,555-342-2931,Imam,admin,Leadership,2022-04-22,False,False,2024-11-02,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-04-22 00:00:00,2024-11-20 14:30:00
EMP1959,VANCO0489,James,Allen,james.allen@newlifemethodistchurch4.org,555-166-4540,Education Coordinator,director,Programs,2020-04-02,False,True,2024-11-02,True,"[""basic_access""]",2020-04-02 00:00:00,2024-11-20 14:30:00
EMP1960,VANCO0490,Timothy,Hill,timothy.hill@trinitylutheranmethodistchurch2.org,555-183-6664,Education Director,admin,Programs,2025-04-08,True,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-04-08 00:00:00,2024-11-20 14:30:00
EMP1961,VANCO0490,Lisa,Johnson,lisa.johnson@trinitylutheranmethodistchurch2.org,555-174-2177,Executive Director,admin,Operations,2024-12-14,False,True,2024-11-12,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-12-14 00:00:00,2024-11-20 14:30:00
EMP1962,VANCO0490,Donald,Ramirez,donald.ramirez@trinitylutheranmethodistchurch2.org,555-626-1095,Administrative Assistant,director,Administration,2024-09-28,False,True,2024-11-01,True,"[""basic_access""]",2024-09-28 00:00:00,2024-11-20 14:30:00
EMP1963,VANCO0490,Edward,Martin,edward.martin@trinitylutheranmethodistchurch2.org,555-453-6063,Rabbi,admin,Leadership,2025-06-28,False,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-06-28 00:00:00,2024-11-20 14:30:00
EMP1964,VANCO0490,Mary,Robinson,mary.robinson@trinitylutheranmethodistchurch2.org,555-275-3192,Office Manager,teacher,Administration,2025-07-08,False,True,2024-10-31,False,"[""basic_access""]",2025-07-08 00:00:00,2024-11-20 14:30:00
EMP1965,VANCO0491,Carol,Young,carol.young@victorymethodistchurch3.org,555-760-1281,Executive Director,admin,Operations,2025-02-21,True,True,2024-11-04,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-02-21 00:00:00,2024-11-20 14:30:00
EMP1966,VANCO0491,Thomas,Nelson,thomas.nelson@victorymethodistchurch3.org,555-103-7347,Cantor,volunteer,Operations,2025-05-31,False,True,2024-10-24,True,"[""basic_access""]",2025-05-31 00:00:00,2024-11-20 14:30:00
EMP1967,VANCO0491,Lisa,Nguyen,lisa.nguyen@victorymethodistchurch3.org,555-959-8264,Office Manager,teacher,Administration,2025-02-24,False,True,2024-11-03,False,"[""basic_access""]",2025-02-24 00:00:00,2024-11-20 14:30:00
EMP1968,VANCO0491,Lisa,Johnson,lisa.johnson@victorymethodistchurch3.org,555-627-9400,Administrative Assistant,volunteer,Administration,2024-03-19,False,True,2024-11-07,False,"[""basic_access""]",2024-03-19 00:00:00,2024-11-20 14:30:00
EMP1969,VANCO0492,Karen,Johnson,karen.johnson@faithcommunitybaptistchurch3.org,555-457-6048,Imam,admin,Leadership,2021-02-17,True,True,2024-11-05,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-02-17 00:00:00,2024-11-20 14:30:00
EMP1970,VANCO0492,Helen,Green,helen.green@faithcommunitybaptistchurch3.org,555-433-5052,Administrative Director,admin,Administration,2018-05-08,False,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2018-05-08 00:00:00,2024-11-20 14:30:00
EMP1971,VANCO0492,David,White,david.white@faithcommunitybaptistchurch3.org,555-373-5102,Office Assistant,director,Administration,2022-06-25,False,True,2024-10-28,True,"[""basic_access""]",2022-06-25 00:00:00,2024-11-20 14:30:00
EMP1972,VANCO0492,Ronald,Anderson,ronald.anderson@faithcommunitybaptistchurch3.org,555-984-1877,Education Coordinator,volunteer,Programs,2018-05-02,False,True,2024-11-07,False,"[""basic_access""]",2018-05-02 00:00:00,2024-11-20 14:30:00
EMP1973,VANCO0493,Helen,Thomas,helen.thomas@trinitylutherancatholicchurch3.org,555-569-1666,Youth Pastor,admin,Leadership,2018-04-04,True,True,2024-10-22,True,"[""billing"", ""reports"", ""settings"", ""users""]",2018-04-04 00:00:00,2024-11-20 14:30:00
